Unnamed: 0,ville_principale,Code,Libellé,loyer_m2,logements_vacants,med_revenu,jeunes,densite_pop,nouveaux_menages,beneficiaires_rsa,metropole,si_paris,temps_tgv_paris,dist_metropole,temps_trajet
663,Paris,92012,Boulogne-Billancourt,26.6,6.8,35040.0,8.3,19323.87,14.9,30.1,0,1,0,9.94,18.92
664,Paris,92014,Bourg-la-Reine,22.1,7.6,33700.0,9.3,10952.63,12.9,39.3,0,1,0,9.75,24.49
665,Paris,92019,Châtenay-Malabry,20.2,6.2,27140.0,8.9,5452.81,10.5,52.3,0,1,0,13.79,31.37
666,Paris,92020,Châtillon,21.9,5.6,30550.0,8.1,12681.72,12.3,45.3,0,1,0,9.13,21.87
667,Paris,92022,Chaville,21.1,6.8,32290.0,8.7,5711.71,13.6,32.8,0,1,0,14.76,29.52
668,Paris,92023,Clamart,21.1,6.2,29920.0,8.5,6192.16,11.7,53.0,0,1,0,10.66,26.38
669,Paris,92024,Clichy,24.1,4.6,22410.0,9.3,20919.03,15.1,73.0,0,1,0,7.8,19.37
670,Paris,92025,Colombes,20.8,6.1,25100.0,8.8,11393.59,11.8,82.5,0,1,0,12.86,27.68
671,Paris,92026,Courbevoie,24.5,9.0,32080.0,8.9,19408.57,13.6,39.9,0,1,0,9.76,21.93
672,Paris,92032,Fontenay-aux-Roses,20.3,5.3,26990.0,9.4,9908.8,11.6,61.6,0,1,0,10.85,26.25
673,Paris,92033,Garches,21.6,6.5,36150.0,7.5,6628.89,10.4,26.5,0,1,0,14.72,30.3
674,Paris,92035,La Garenne-Colombes,23,7.6,33090.0,7.8,16628.89,14.9,25.2,0,1,0,10.7,22.67
675,Paris,92036,Gennevilliers,19.6,4.4,18380.0,9.3,4259.48,8.6,127.9,0,1,0,11.7,27.76
676,Paris,92040,Issy-les-Moulineaux,25.7,6.6,33650.0,8.0,16328.57,14.2,29.5,0,1,0,9.37,19.53
677,Paris,92044,Levallois-Perret,27.9,6.4,34500.0,8.8,28337.08,16.5,26.9,0,1,0,8.07,19.54
678,Paris,92046,Malakoff,23.1,5.3,25810.0,9.9,14424.76,12.3,68.8,0,1,0,8521.92,5168.77
679,Paris,92047,Marnes-la-Coquette,22.1,7.1,41740.0,8.5,498.57,7.6,18.2,0,1,0,18.16,29.55
680,Paris,92048,Meudon,21.6,6.1,30680.0,7.1,4681.01,10.4,42.3,0,1,0,12.08,24.1
681,Paris,92049,Montrouge,24.1,7.8,30500.0,9.3,22693.81,13.8,41.6,0,1,0,5.96,17.13
682,Paris,92050,Nanterre,21.6,4.7,21620.0,10.7,7979.59,12.5,119.1,0,1,0,12.06,25.33
683,Paris,92051,Neuilly-sur-Seine,31.2,8.5,48010.0,8.1,16018.11,14.0,25.2,0,1,0,7.98,19.0
684,Paris,92060,Le Plessis-Robinson,21.5,3.9,31000.0,6.7,8596.47,10.8,25.1,0,1,0,12.86,28.42
685,Paris,92062,Puteaux,25,8.9,30980.0,7.7,13647.5,14.9,36.3,0,1,0,8.99,20.32
686,Paris,92063,Rueil-Malmaison,22.1,6.8,32980.0,7.3,5318.78,11.4,39.6,0,1,0,15.61,32.81
687,Paris,92064,Saint-Cloud,24.3,7.1,39760.0,7.5,3911.45,12.0,26.4,0,1,0,,
688,Paris,92071,Sceaux,22.4,3.7,36010.0,11.4,5691.11,13.6,36.8,0,1,0,11.43,28.23
689,Paris,95018,Argenteuil,17.8,6.6,19350.0,8.5,6233.78,11.5,157.3,0,1,0,17.28,32.51
690,Paris,94074,Valenton,16.8,2.6,17690.0,9.5,2732.45,9.2,180.0,0,1,0,19.08,31.93
691,Paris,94075,Villecresnes,17.6,3.0,27830.0,7.8,2078.93,9.3,65.5,0,1,0,26.6,37.84
692,Paris,94076,Villejuif,20,6.3,21950.0,12.2,10896.79,12.4,106.1,0,1,0,9.08,24.1
693,Paris,94073,Thiais,18.2,4.0,24670.0,8.4,4858.91,13.9,92.2,0,1,0,13.26,29.0
694,Paris,94078,Villeneuve-Saint-Georges,15.8,7.3,16960.0,11.0,4033.18,11.8,190.5,0,1,0,20.86,31.57
695,Paris,94079,Villiers-sur-Marne,17.7,4.0,24020.0,8.9,7132.33,11.7,91.6,0,1,0,18.38,28.86
696,Paris,94080,Vincennes,26.8,6.5,34880.0,7.3,25683.16,15.5,41.3,0,1,0,8.76,23.39
697,Paris,94077,Villeneuve-le-Roi,17.6,3.3,22380.0,9.0,2515.36,9.5,114.9,0,1,0,16.9,35.02
698,Paris,94065,Rungis,18.6,6.1,29770.0,8.4,1344.52,14.3,46.4,0,1,0,14.61,30.4
699,Paris,94081,Vitry-sur-Seine,18.9,4.8,19490.0,9.8,8222.65,10.3,132.9,0,1,0,10.17,23.39
700,Rennes,35001,Acigné,12.3,4.7,25850.0,7.4,232.7,11.4,42.3,0,0,85,14.09,20.37
701,Rennes,35024,Betton,11.7,3.8,26890.0,7.5,475.47,11.4,46.4,0,0,85,11.88,23.66
702,Rennes,35039,Brécé,11.1,2.9,24510.0,6.7,298.19,8.6,35.4,0,0,85,2482.92,1435.36
703,Rennes,35047,Bruz,12.1,3.3,25250.0,12.6,655.03,17.3,52.5,0,0,85,16.02,26.45
704,Rennes,35051,Cesson-Sévigné,12.8,4.1,29450.0,13.3,551.9,17.4,32.9,0,0,85,4.52,10.38
705,Rennes,35032,Bourgbarré,11.3,4.1,24630.0,6.8,322.54,14.3,32.1,0,0,85,16.52,22.7
706,Rennes,35058,La Chapelle-Chaussée,10.8,5.4,23890.0,5.9,87.84,7.4,24.9,0,0,85,28.01,29.96
707,Rennes,35059,La Chapelle-des-Fougeretz,12,5.0,25490.0,7.0,529.2,10.7,38.0,0,0,85,13.6,19.62
708,Rennes,35065,La Chapelle-Thouarault,11.3,4.2,23720.0,7.2,296.32,8.5,57.2,0,0,85,20.48,27.96
709,Rennes,35066,Chartres-de-Bretagne,12.3,5.7,23890.0,9.1,832.02,21.7,86.3,0,0,85,13.26,23.7
710,Rennes,35076,Chavagne,11.8,5.7,24610.0,6.8,356.05,13.7,46.4,0,0,85,272.11,174.74
711,Rennes,35079,Chevaigné,10.3,3.4,26570.0,6.9,229.61,9.5,25.9,0,0,85,14.87,21.58
712,Rennes,35080,Cintré,11.3,6.7,24600.0,7.2,305.18,11.1,33.4,0,0,85,21.54,30.27
713,Rennes,35081,Clayes,11.4,8.9,24420.0,8.0,217.91,12.0,24.8,0,0,85,18.65,24.85
714,Rennes,35088,Corps-Nuds,11.2,5.1,23570.0,6.5,156.77,10.0,38.1,0,0,85,17.29,23.39
715,Rennes,35120,Gévezé,12,5.7,25190.0,6.3,214.18,16.4,34.5,0,0,85,3678.71,2086.25
716,Rennes,35131,L'Hermitage,11.4,4.2,24040.0,7.6,690.0,14.8,72.3,0,0,85,905.02,511.93
717,Rennes,35139,Laillé,11,4.6,26950.0,6.5,160.34,12.8,35.6,0,0,85,187.06,114.15
718,Rennes,35144,Langan,10.8,5.5,22890.0,4.5,137.82,11.0,45.3,0,0,85,,
719,Rennes,35180,Miniac-sous-Bécherel,10,5.8,22430.0,5.3,58.53,10.9,0.0,0,0,85,36.29,36.47
720,Rennes,35189,Montgermont,12.5,3.7,25860.0,7.6,785.53,17.4,63.7,0,0,85,7.78,16.77
721,Rennes,35196,Mordelles,12.6,4.9,23950.0,8.0,256.98,15.1,45.8,0,0,85,16.15,26.27
722,Rennes,35204,Nouvoitou,11.6,2.9,25160.0,6.0,188.04,9.7,22.5,0,0,85,13.42,21.54
723,Rennes,35206,Noyal-Châtillon-sur-Seiche,12.1,4.0,24960.0,8.6,287.96,17.6,64.9,0,0,85,12.39,21.0
724,Rennes,35208,Orgères,11.3,7.2,24350.0,6.7,335.64,9.4,46.5,0,0,85,238.6,140.16
725,Rennes,35210,Pacé,12.1,3.0,28450.0,8.5,341.49,11.3,34.6,0,0,85,,
726,Rennes,35216,Parthenay-de-Bretagne,11.4,5.8,24750.0,6.9,373.54,11.9,29.9,0,0,85,19.75,25.4
727,Rennes,35238,Rennes,14,6.7,22770.0,21.1,4465.89,23.4,111.7,1,0,85,,
728,Rennes,35240,Le Rheu,12.2,4.8,24780.0,10.0,504.5,15.5,47.8,0,0,85,11.1,23.3
729,Rennes,35245,Romillé,10.8,5.3,24370.0,6.9,143.52,11.8,19.2,0,0,85,22.72,28.0
730,Rennes,35250,Saint-Armel,11.7,5.6,24090.0,8.2,291.15,17.6,39.5,0,0,85,124.0,96.62
731,Rennes,35266,Saint-Erblon,12.2,4.3,24550.0,7.3,317.98,14.5,57.5,0,0,85,62.6,50.27
732,Rennes,35275,Saint-Gilles,11.4,3.5,24910.0,6.5,260.97,11.7,43.9,0,0,85,984.82,569.5
733,Rennes,35278,Saint-Grégoire,12.9,5.5,31110.0,8.1,568.61,14.8,30.2,0,0,85,7.29,16.32
734,Rennes,35281,Saint-Jacques-de-la-Lande,12.7,3.7,21730.0,11.0,1157.29,17.9,80.4,0,0,85,8.49,19.87
735,Rennes,35315,Saint-Sulpice-la-Forêt,9.6,3.2,27370.0,4.9,223.73,7.9,26.5,0,0,85,16.64,27.57
736,Rennes,35334,Thorigné-Fouillard,11.8,3.2,28380.0,6.2,631.03,12.7,31.9,0,0,85,10.38,19.74
737,Rennes,35351,Le Verger,11.3,3.2,23780.0,6.9,202.71,9.8,37.7,0,0,85,1038.08,593.06
738,Rennes,35352,Vern-sur-Seiche,12.1,3.8,26480.0,7.9,417.92,14.6,41.0,0,0,85,8.88,15.75
739,Rennes,35022,Bécherel,10,12.0,21270.0,6.4,1150.0,15.9,71.0,0,0,85,37.17,38.93
740,Rennes,35363,Pont-Péan,11.5,4.8,25170.0,8.3,492.61,12.2,33.4,0,0,85,15.26,22.0
741,Rennes,35055,Chantepie,12.5,5.3,24870.0,8.6,852.67,11.4,68.1,0,0,85,5.4,13.09
742,Rennes,35353,Vezin-le-Coquet,12.7,3.1,24540.0,9.4,802.15,13.3,65.1,0,0,85,8.02,20.42
743,Rouen,76039,Les Authieux-sur-le-Port-Saint-Ouen,11.2,3.3,31250.0,5.7,273.33,5.8,13.3,0,0,85,11.18,20.0
744,Rouen,76056,Bardouville,10.3,4.1,23750.0,6.7,71.16,5.8,0.0,0,0,85,34.61,35.6
745,Rouen,76020,Anneville-Ambourville,10.9,2.6,23630.0,6.2,57.54,5.3,29.2,0,0,85,23.35,32.75
746,Rouen,76212,Darnétal,13.2,8.6,19340.0,11.7,1987.35,19.5,178.6,0,0,85,5.2,9.93
747,Rouen,76216,Déville-lès-Rouen,12,5.8,19820.0,11.8,3357.81,17.3,163.0,0,0,85,5.2,10.72
748,Rouen,76222,Duclair,12.1,10.7,22810.0,6.8,402.0,11.8,57.1,0,0,85,20.9,27.91
749,Rouen,76005,Amfreville-la-Mi-Voie,11.3,6.9,22480.0,10.3,845.13,16.0,111.1,0,0,85,5.55,12.44
750,Rouen,76237,Épinay-sur-Duclair,11.6,3.9,23170.0,6.8,77.73,10.3,14.2,0,0,85,26.92,32.2
751,Rouen,76273,Fontaine-sous-Préaux,12,0.9,28460.0,5.2,160.86,8.6,0.0,0,0,85,10.03,16.71
752,Rouen,76282,Freneuse,12.3,3.5,26440.0,5.4,310.62,4.8,35.6,0,0,85,23.69,27.38
753,Rouen,76231,Elbeuf,9.8,17.8,17120.0,10.4,978.59,19.8,291.2,0,0,85,22.64,25.48
754,Rouen,76319,Grand-Couronne,11.3,6.4,21100.0,7.2,575.5,8.8,155.6,0,0,85,12.83,19.42
755,Rouen,76322,Le Grand-Quevilly,12.3,2.8,20510.0,7.2,2340.09,9.7,100.5,0,0,85,6.13,9.37
756,Rouen,76350,Hautot-sur-Seine,10.8,4.4,25350.0,5.3,180.0,6.0,20.4,0,0,85,15.78,24.45
757,Rouen,76313,Gouy,11.2,4.6,28970.0,5.7,179.0,7.9,0.0,0,0,85,107.48,67.34
758,Rouen,76366,Le Houlme,13.1,5.7,21270.0,8.2,1377.67,13.1,117.3,0,0,85,14.6,19.38
759,Rouen,76367,Houppeville,13,3.8,28650.0,5.3,138.65,6.4,29.0,0,0,85,11.15,19.09
760,Rouen,76377,Isneauville,12.5,4.9,31100.0,5.8,445.98,10.8,18.7,0,0,85,10.74,14.39
761,Rouen,76378,Jumièges,10.9,6.9,24060.0,5.0,91.81,6.1,19.5,0,0,85,31.59,38.79
762,Rouen,76391,La Londe,9.7,4.7,27440.0,4.9,76.19,6.7,17.3,0,0,85,74.72,54.54
763,Rouen,76402,Malaunay,12,4.9,22540.0,6.7,667.72,8.4,67.4,0,0,85,16.8,23.21
764,Rouen,76410,Maromme,11.9,7.3,18590.0,8.2,2756.0,13.2,184.5,0,0,85,8.96,15.04
765,Rouen,76429,Le Mesnil-Esnard,12.7,4.4,28210.0,7.2,1564.71,11.4,51.2,0,0,85,5.69,10.9
766,Rouen,76436,Le Mesnil-sous-Jumièges,10.9,6.2,25990.0,6.5,90.29,7.4,51.7,0,0,85,29.41,36.78
767,Rouen,76448,Montmain,11.4,2.6,26740.0,5.2,241.33,5.6,16.3,0,0,85,366.72,244.44
768,Rouen,76451,Mont-Saint-Aignan,12.7,6.2,28790.0,19.8,2540.0,19.7,56.4,0,0,85,3.92,9.37
769,Rouen,76457,Moulineaux,10.4,6.2,22970.0,9.0,266.29,11.1,82.0,0,0,85,20.7,25.07
770,Rouen,76354,Hénouville,12,3.9,28850.0,3.6,128.88,3.7,12.7,0,0,85,14.96,21.66
771,Rouen,76474,Notre-Dame-de-Bondeville,12.1,7.3,22570.0,9.0,1104.29,12.7,115.9,0,0,85,8.31,16.68
772,Rouen,76475,Franqueville-Saint-Pierre,12.4,4.6,28970.0,6.7,705.47,8.8,37.0,0,0,85,8.22,14.89
773,Rouen,76484,Oissel,9.9,5.9,20400.0,10.0,557.07,10.2,148.2,0,0,85,16.1,16.53
774,Rouen,76486,Orival,8.7,9.8,23850.0,6.7,89.58,8.2,53.4,0,0,85,84.64,62.6
775,Rouen,76497,Petit-Couronne,10.9,5.3,21220.0,8.7,678.75,11.2,141.0,0,0,85,9.96,15.47
776,Rouen,76069,Belbeuf,11.1,7.6,30040.0,5.5,346.0,6.3,18.6,0,0,85,8.05,15.56
777,Rouen,76088,Berville-sur-Seine,10.9,6.1,22190.0,8.7,77.57,7.3,29.7,0,0,85,22.23,31.41
778,Rouen,76095,Bihorel,12.4,7.5,25600.0,7.8,3279.6,12.7,87.4,0,0,85,4.35,9.76
779,Rouen,76103,Bonsecours,12.6,4.9,26900.0,6.7,1698.68,12.4,60.2,0,0,85,,
780,Rouen,76108,Bois-Guillaume,12.7,5.6,32370.0,7.2,1620.68,13.5,29.1,0,0,85,4.83,10.23
781,Rouen,76116,Boos,11.3,3.7,25620.0,6.4,285.07,9.9,27.4,0,0,85,11.78,22.03
782,Rouen,76131,La Bouille,10.3,13.6,23950.0,6.2,546.15,16.7,65.8,0,0,85,24.23,24.43
783,Rouen,76157,Canteleu,11.2,8.3,18480.0,9.1,793.52,12.0,185.8,0,0,85,7.01,13.48
784,Rouen,76165,Caudebec-lès-Elbeuf,9.7,11.8,19660.0,8.1,2739.19,12.3,199.6,0,0,85,24.36,29.18
785,Rouen,76178,Cléon,9.7,11.7,19240.0,7.7,754.92,12.0,207.1,0,0,85,25.35,27.29
786,Rouen,76591,Saint-Jacques-sur-Darnétal,11.9,4.6,27720.0,5.1,188.74,8.5,19.2,0,0,85,9.92,16.02
787,Rouen,76599,Saint-Léger-du-Bourg-Denis,11.5,5.5,24510.0,8.5,1300.36,11.9,78.5,0,0,85,5.05,9.04
788,Rouen,76608,Sainte-Marguerite-sur-Duclair,11,3.0,25590.0,6.2,278.36,5.9,19.6,0,0,85,25.65,31.11
789,Rouen,76614,Saint-Martin-de-Boscherville,10.9,4.5,32010.0,5.1,119.46,5.4,11.7,0,0,85,11.4,18.74
790,Rouen,76617,Saint-Martin-du-Vivier,13.4,2.8,36360.0,5.6,334.4,6.5,5.4,0,0,85,6.76,15.6
791,Rouen,76631,Saint-Paër,11.6,4.4,25090.0,5.0,70.98,4.8,25.8,0,0,85,55.68,70.68
792,Rouen,76634,Saint-Pierre-de-Manneville,10.8,4.5,26100.0,3.3,86.08,6.3,9.6,0,0,85,16.63,24.24
793,Rouen,76636,Saint-Pierre-de-Varengeville,10.2,4.3,25000.0,4.7,174.17,6.4,33.3,0,0,85,16.32,23.3
794,Rouen,76640,Saint-Pierre-lès-Elbeuf,11.3,6.7,21990.0,6.7,1294.53,8.8,105.4,0,0,85,29.17,30.28
795,Rouen,76681,Sotteville-lès-Rouen,11.6,6.7,21230.0,7.5,3914.19,11.9,217.0,0,0,85,4.12,9.18
796,Rouen,76682,Sotteville-sous-le-Val,11.1,7.3,25290.0,6.7,140.0,8.2,0.0,0,0,85,22.7,23.61
797,Rouen,76705,Tourville-la-Rivière,12.3,3.9,23500.0,7.8,321.0,11.4,96.9,0,0,85,18.74,17.34
798,Rouen,76709,Le Trait,11.2,8.1,20610.0,7.4,273.14,10.7,108.0,0,0,85,28.58,41.21
799,Rouen,76717,Val-de-la-Haye,10.8,5.3,25200.0,7.5,69.41,4.5,34.1,0,0,85,15.77,25.05
800,Rouen,76750,Yainville,10.9,6.3,22570.0,6.8,314.24,6.8,36.9,0,0,85,25.61,35.67
801,Rouen,76753,Ymare,11.1,2.4,27890.0,5.6,303.0,6.4,12.8,0,0,85,15.04,24.09
802,Rouen,76759,Yville-sur-Seine,10.3,5.8,23770.0,5.6,52.56,8.2,37.3,0,0,85,32.56,34.11
803,Rouen,76498,Le Petit-Quevilly,11.8,10.6,18940.0,9.3,5065.58,14.3,157.8,0,0,85,4.4,8.7
804,Rouen,76513,Quevillon,10.3,2.4,28870.0,5.6,52.68,3.8,0.0,0,0,85,12.47,18.15
805,Rouen,76514,Quévreville-la-Poterie,11.1,3.9,25930.0,5.6,219.57,5.5,16.0,0,0,85,14.79,22.94
806,Rouen,76536,Roncherolles-sur-le-Vivier,13.4,2.8,26060.0,5.6,232.26,7.3,27.8,0,0,85,9.45,15.1
807,Rouen,76540,Rouen,12.7,9.9,21330.0,20.5,5330.98,25.2,128.7,1,0,85,,
808,Rouen,76550,Sahurs,10.3,2.8,25060.0,7.1,108.84,5.9,13.1,0,0,85,18.09,25.53
809,Rouen,76558,Saint-Aubin-Celloville,11.1,3.2,26240.0,4.3,176.27,6.1,13.5,0,0,85,15.11,24.32
810,Rouen,76464,La Neuville-Chant-d'Oisel,11.3,4.8,27350.0,5.3,109.04,4.6,20.7,0,0,85,15.8,25.95
811,Rouen,76561,Saint-Aubin-lès-Elbeuf,10.7,6.8,21590.0,6.4,1453.1,12.0,122.7,0,0,85,26.7,28.36
812,Rouen,76575,Saint-Étienne-du-Rouvray,11.3,7.4,18910.0,11.1,1566.37,14.4,161.5,0,0,85,8.22,12.43
813,Rouen,76560,Saint-Aubin-Épinay,11.4,2.7,26210.0,5.6,103.98,6.9,39.1,0,0,85,7.47,13.13
814,Saint-Étienne,42031,Caloire,10.4,6.7,29190.0,6.7,66.81,5.6,0.0,0,0,165,21.15,25.93
815,Saint-Étienne,42032,Cellieu,10.1,3.9,26190.0,6.7,140.99,9.6,9.6,0,0,165,17.23,17.99
816,Saint-Étienne,42001,Aboën,7.5,8.6,23450.0,5.5,52.56,6.0,0.0,0,0,165,,
817,Saint-Étienne,42043,Chambœuf,9.7,4.0,27920.0,6.2,161.89,5.7,9.2,0,0,165,21.88,25.87
818,Saint-Étienne,42044,Le Chambon-Feugerolles,8.3,10.2,18610.0,7.9,689.49,10.1,140.2,0,0,165,10.21,12.62
819,Saint-Étienne,42053,Châteauneuf,11.4,4.7,26200.0,4.7,122.26,6.5,10.1,0,0,165,328.73,195.06
820,Saint-Étienne,42036,Chagnon,8.9,5.9,25240.0,5.1,205.2,10.4,0.0,0,0,165,26.19,26.28
821,Saint-Étienne,42085,Doizieux,10,11.9,24650.0,6.5,30.32,6.7,0.0,0,0,165,25.32,25.05
822,Saint-Étienne,42092,L'Étrat,10.7,6.4,27460.0,7.2,326.82,16.0,33.9,0,0,165,8.03,14.87
823,Saint-Étienne,42093,Farnay,10.4,3.8,28690.0,6.7,172.15,4.6,12.4,0,0,165,22.48,22.86
824,Saint-Étienne,42095,Firminy,8.9,13.0,19020.0,8.6,1647.79,11.9,183.7,0,0,165,13.87,18.53
825,Saint-Étienne,42096,Fontanès,8.9,5.6,23590.0,8.7,103.03,4.9,0.0,0,0,165,327.98,206.2
826,Saint-Étienne,42005,Andrézieux-Bouthéon,10.9,8.9,22200.0,7.4,624.97,12.1,76.9,0,0,165,16.29,19.32
827,Saint-Étienne,42099,Fraisses,9,8.6,23530.0,7.0,821.52,8.7,37.7,0,0,165,15.6,18.42
828,Saint-Étienne,42100,La Gimond,8.9,6.0,22910.0,5.8,81.76,9.5,0.0,0,0,165,18.27,25.78
829,Saint-Étienne,42103,La Grand-Croix,9.8,9.0,21280.0,8.1,1256.5,10.7,91.0,0,0,165,18.5,17.28
830,Saint-Étienne,42110,L'Horme,9.7,9.1,21200.0,7.6,1101.14,11.1,94.3,0,0,165,17.17,18.29
831,Saint-Étienne,42123,Lorette,9.9,8.2,21450.0,7.1,1416.76,9.9,61.4,0,0,165,911.89,544.91
832,Saint-Étienne,42133,Marcenod,8.9,4.9,24500.0,7.5,76.78,5.6,0.0,0,0,165,22.07,31.62
833,Saint-Étienne,42167,Pavezin,10,7.3,24130.0,4.4,43.48,5.8,0.0,0,0,165,36.42,37.8
834,Saint-Étienne,42183,La Ricamarie,7.8,11.7,17020.0,7.3,1149.43,11.1,250.4,0,0,165,6.33,11.08
835,Saint-Étienne,42186,Rive-de-Gier,9.1,11.1,19320.0,7.7,2084.11,10.4,131.3,0,0,165,23.05,22.66
836,Saint-Étienne,42189,Roche-la-Molière,8.6,6.1,22590.0,7.5,566.84,8.9,66.2,0,0,165,11.01,16.36
837,Saint-Étienne,42192,Rozier-Côtes-d'Aurec,7.5,10.1,22560.0,5.9,30.65,9.5,20.0,0,0,165,33.92,39.02
838,Saint-Étienne,42206,Saint-Bonnet-les-Oules,11.1,3.4,31840.0,5.7,142.58,5.1,4.6,0,0,165,19.22,22.52
839,Saint-Étienne,42207,Saint-Chamond,10.4,13.2,20330.0,8.1,638.76,11.1,133.0,0,0,165,12.11,15.96
840,Saint-Étienne,42208,Saint-Christo-en-Jarez,8.9,6.2,24420.0,5.7,86.97,10.6,8.4,0,0,165,17.16,25.76
841,Saint-Étienne,42210,Sainte-Croix-en-Jarez,10,10.6,24000.0,6.0,40.0,6.5,0.0,0,0,165,32.75,35.7
842,Saint-Étienne,42218,Saint-Étienne,10,12.5,19010.0,13.4,2158.98,18.5,151.2,1,0,165,,
843,Saint-Étienne,42222,Saint-Galmier,10.1,7.0,26680.0,6.6,299.59,12.7,21.8,0,0,165,23.54,28.23
844,Saint-Étienne,42223,Saint-Genest-Lerpt,9.1,6.5,24970.0,6.3,486.85,10.4,42.8,0,0,165,11.53,19.13
845,Saint-Étienne,42225,Genilac,8.9,4.6,25220.0,6.3,441.72,7.1,20.6,0,0,165,24.47,23.18
846,Saint-Étienne,42234,Saint-Héand,9,7.3,25650.0,6.0,117.76,8.9,14.1,0,0,165,12.88,17.94
847,Saint-Étienne,42237,Saint-Jean-Bonnefonds,10.7,6.2,23950.0,7.1,569.91,9.5,55.4,0,0,165,3.87,9.3
848,Saint-Étienne,42242,Saint-Joseph,10.4,7.3,25430.0,7.5,243.46,6.1,23.8,0,0,165,,
849,Saint-Étienne,42259,Saint-Martin-la-Plaine,9.1,6.5,25630.0,7.1,390.1,8.1,8.7,0,0,165,25.75,24.82
850,Saint-Étienne,42262,Saint-Maurice-en-Gourgois,6.6,11.2,24080.0,6.1,57.3,6.4,26.7,0,0,165,25.17,30.67
851,Saint-Étienne,42266,Saint-Nizier-de-Fornas,7.1,1.9,24360.0,7.0,41.26,7.2,12.7,0,0,165,35.79,43.24
852,Saint-Étienne,42270,Saint-Paul-en-Cornillon,9.5,7.7,27970.0,5.7,363.51,8.9,38.8,0,0,165,19.95,23.7
853,Saint-Étienne,42271,Saint-Paul-en-Jarez,10.6,5.9,23630.0,5.9,238.55,8.4,59.2,0,0,165,20.42,19.83
854,Saint-Étienne,42275,Saint-Priest-en-Jarez,10.9,8.9,25120.0,7.3,1988.39,12.2,45.3,0,0,165,5.18,11.4
855,Saint-Étienne,42283,Saint-Romain-en-Jarez,8.9,5.1,24250.0,7.4,71.24,6.6,13.0,0,0,165,23.08,29.55
856,Saint-Étienne,42302,Sorbiers,11.1,6.1,25720.0,6.4,659.18,7.3,53.5,0,0,165,8.32,14.35
857,Saint-Étienne,42305,La Talaudière,10.8,6.1,23700.0,7.5,930.66,11.5,50.0,0,0,165,6.53,11.25
858,Saint-Étienne,42307,Tartaras,11.4,3.1,25780.0,7.2,235.9,7.6,8.2,0,0,165,4377.25,2806.57
859,Saint-Étienne,42308,La Terrasse-sur-Dorlay,10.1,12.7,23310.0,5.6,88.62,10.5,0.0,0,0,165,25.72,26.08
860,Saint-Étienne,42083,Dargoire,9.4,2.5,27540.0,4.2,276.84,2.5,0.0,0,0,165,29.82,27.37
861,Saint-Étienne,42316,Unieux,9.1,12.2,22060.0,6.9,985.93,10.1,77.6,0,0,165,16.22,19.54
862,Saint-Étienne,42320,Valfleury,10.1,8.2,23260.0,7.3,80.57,10.7,11.1,0,0,165,16.61,23.13
863,Saint-Étienne,42322,La Valla-en-Gier,9.5,10.0,23150.0,4.5,31.38,8.5,15.6,0,0,165,18.73,22.77
864,Saint-Étienne,42330,Villars,9.4,6.5,23540.0,6.8,1365.44,9.5,53.6,0,0,165,8.2,13.01
865,Saint-Étienne,42097,La Fouillouse,10,7.6,26800.0,7.4,225.97,9.7,41.8,0,0,165,60.77,53.38
866,Saint-Étienne,42311,La Tour-en-Jarez,11.3,3.7,30650.0,5.3,294.6,8.7,50.2,0,0,165,6.7,13.05
867,Strasbourg,67001,Achenheim,13.9,2.8,28520.0,6.0,417.33,8.8,20.0,0,0,106,12.37,18.43
868,Strasbourg,67065,Breuschwickersheim,13,7.9,27730.0,4.9,262.16,12.0,6.3,0,0,106,14.2,21.12
869,Strasbourg,67118,Eckbolsheim,13.2,5.2,25540.0,6.6,1358.3,10.9,51.0,0,0,106,7.33,12.28
870,Strasbourg,67043,Bischheim,13.5,6.1,19700.0,9.5,4077.05,11.4,151.5,0,0,106,7.3,16.21
871,Strasbourg,67124,Entzheim,14.6,4.4,26100.0,7.2,307.32,12.6,24.2,0,0,106,,
872,Strasbourg,67131,Eschau,13.9,5.1,27100.0,6.9,486.95,9.8,47.4,0,0,106,373.8,219.79
873,Strasbourg,67137,Fegersheim,13.8,5.3,26570.0,6.7,931.77,9.0,32.6,0,0,106,12.62,16.73
874,Strasbourg,67119,Eckwersheim,13.5,5.2,29240.0,6.5,187.07,8.1,17.1,0,0,106,22.17,26.07
875,Strasbourg,67182,Hangenbieten,13.9,8.4,28050.0,6.3,424.39,17.1,16.9,0,0,106,18.72,24.32
876,Strasbourg,67204,Hœnheim,14.2,6.1,22500.0,7.7,3373.24,9.3,93.7,0,0,106,7.77,17.83
877,Strasbourg,67212,Holtzheim,13.7,5.6,26950.0,6.3,569.71,11.6,19.5,0,0,106,15.88,19.24
878,Strasbourg,67218,Illkirch-Graffenstaden,14.2,9.7,24190.0,11.1,1221.53,13.9,72.6,0,0,106,7.44,15.8
879,Strasbourg,67247,Kolbsheim,13,8.5,28930.0,6.6,303.64,10.0,16.2,0,0,106,17.02,24.27
880,Strasbourg,67049,Blaesheim,13.4,4.5,29530.0,5.3,135.6,6.2,5.8,0,0,106,18.17,21.21
881,Strasbourg,67267,Lingolsheim,13.6,4.9,22260.0,7.7,3555.44,11.3,93.0,0,0,106,7.02,15.78
